     0.10000 +2.0686E+01 +1.6549E+00 +4.4791E+01 +2.2918E+00
     0.18330 +1.7873E+01 +1.4299E+00 +4.4638E+01 +2.2918E+00
     0.33598 +1.8221E+01 +1.4577E+00 +4.7233E+01 +2.2918E+00
     0.61585 +1.7640E+01 +1.4112E+00 +3.6724E+01 +2.2918E+00
     1.12884 +1.7043E+01 +1.3634E+00 +2.6904E+01 +2.2918E+00
     2.06914 +2.6688E+01 +2.1351E+00 +2.1752E+01 +2.2918E+00
     3.79269 +4.6639E+01 +3.7311E+00 +2.3732E+01 +2.2918E+00
     6.95193 +6.5606E+01 +5.2485E+00 +2.7684E+01 +2.2918E+00
    12.74275 +8.5658E+01 +6.8526E+00 +3.4988E+01 +2.2918E+00
    23.35721 +8.2956E+01 +6.6365E+00 +4.2634E+01 +2.2918E+00
    42.81332 +8.3813E+01 +6.7051E+00 +4.9013E+01 +2.2918E+00
    78.47600 +7.6614E+01 +6.1291E+00 +3.9324E+01 +2.2918E+00
   143.84499 +8.3871E+01 +6.7097E+00 +3.3621E+01 +2.2918E+00
   263.66509 +1.2102E+02 +9.6819E+00 +3.2129E+01 +2.2918E+00
   483.29302 +1.4539E+02 +1.1631E+01 +4.0017E+01 +2.2918E+00
   885.86679 +1.3960E+02 +1.1168E+01 +4.8821E+01 +2.2918E+00
  1623.77674 +1.3814E+02 +1.1051E+01 +5.2567E+01 +2.2918E+00
  2976.35144 +1.0109E+02 +8.0870E+00 +5.4858E+01 +2.2918E+00
  5455.59478 +9.2729E+01 +7.4183E+00 +5.6505E+01 +2.2918E+00
 10000.00000 +6.9135E+01 +5.5308E+00 +5.9515E+01 +2.2918E+00
