     0.10000 +2.8681E-02 +2.8473E-02 +1.6166E-03
     0.18330 +1.9744E-02 +1.9496E-02 +1.1099E-03
     0.33598 +1.4051E-02 +1.5191E-02 +8.2772E-04
     0.61585 +1.2054E-02 +8.9924E-03 +6.0154E-04
     1.12884 +9.7364E-03 +4.9404E-03 +4.3673E-04
     2.06914 +9.3731E-03 +3.7399E-03 +4.0367E-04
     3.79269 +9.0204E-03 +3.9657E-03 +3.9415E-04
     6.95193 +7.6439E-03 +4.0104E-03 +3.4528E-04
    12.74275 +5.9686E-03 +4.1774E-03 +2.9141E-04
    23.35721 +3.8959E-03 +3.5867E-03 +2.1182E-04
    42.81332 +2.5787E-03 +2.9677E-03 +1.5726E-04
    78.47600 +2.1478E-03 +1.7594E-03 +1.1106E-04
   143.84499 +1.7867E-03 +1.1880E-03 +8.5825E-05
   263.66509 +1.6122E-03 +1.0125E-03 +7.6149E-05
   483.29302 +1.1803E-03 +9.9099E-04 +6.1647E-05
   885.86679 +7.3444E-04 +8.3955E-04 +4.4618E-05
  1623.77674 +4.9817E-04 +6.5080E-04 +3.2783E-05
  2976.35144 +2.9808E-04 +4.2346E-04 +2.0714E-05
  5455.59478 +2.0217E-04 +3.0550E-04 +1.4654E-05
 10000.00000 +1.1853E-04 +2.0134E-04 +9.3455E-06
